,MelSpectrogram,emotion
177,"[[-38.522663 -38.522663 -37.758278 ... -37.69588  -36.10344  -36.10344 ]
 [-48.089275 -48.089275 -47.432972 ... -38.515488 -37.338856 -37.338856]
 [-46.38012  -46.38012  -46.53958  ... -41.769096 -40.211086 -40.211086]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
178,"[[-38.28857  -38.26112  -38.12855  ... -41.96056  -40.50522  -40.203857]
 [-48.275856 -48.532257 -49.77048  ... -53.145355 -53.100544 -53.091267]
 [-45.797398 -46.06445  -47.35412  ... -53.302864 -54.63709  -54.913364]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
179,"[[-35.11961692 -35.11961692 -34.77430341 ... -44.44488219 -44.48402349
  -44.48402349]
 [-63.89665879 -63.89665879 -60.00296516 ... -45.51813804 -44.6435834
  -44.6435834 ]
 [-51.25967113 -51.25967113 -50.6417657  ... -44.86929824 -44.93489389
  -44.93489389]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
180,"[[-31.173466 -31.173466 -30.343073 ... -30.960009 -30.612793 -30.612793]
 [-35.106255 -35.106255 -35.668095 ... -38.45839  -36.699783 -36.699783]
 [-38.67903  -38.67903  -39.79032  ... -42.797985 -41.01169  -41.01169 ]
 ...
 [-80.       -80.       -79.92357  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
181,"[[-31.173466 -31.173466 -30.343073 ... -30.960009 -30.612793 -30.612793]
 [-35.106255 -35.106255 -35.668095 ... -38.45839  -36.699783 -36.699783]
 [-38.67903  -38.67903  -39.79032  ... -42.797985 -41.01169  -41.01169 ]
 ...
 [-80.       -80.       -79.92357  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
182,"[[-31.173466 -31.173466 -30.343073 ... -30.960009 -30.612793 -30.612793]
 [-35.106255 -35.106255 -35.668095 ... -38.45839  -36.699783 -36.699783]
 [-38.67903  -38.67903  -39.79032  ... -42.797985 -41.01169  -41.01169 ]
 ...
 [-80.       -80.       -79.92357  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
183,"[[-21.427057 -21.427057 -21.427057 ... -29.295597 -29.295597 -29.295597]
 [-26.06481  -26.06481  -26.06481  ... -30.675982 -30.675982 -30.675982]
 [-29.228483 -29.228483 -29.228483 ... -44.68445  -44.68445  -44.68445 ]
 ...
 [-66.056046 -66.056046 -66.056046 ... -71.383125 -71.383125 -71.383125]
 [-70.4702   -70.4702   -70.4702   ... -77.18795  -77.18795  -77.18795 ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
184,"[[-29.32889103 -29.32889103 -28.33075186 ... -36.78946358 -35.09309279
  -35.09309279]
 [-32.64303529 -32.64303529 -33.26095084 ... -44.31614297 -44.09248979
  -44.09248979]
 [-37.23885575 -37.23885575 -38.37831306 ... -47.11955049 -46.65115094
  -46.65115094]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
185,"[[-36.593216 -36.593216 -35.04245  ... -42.309036 -43.84378  -43.84378 ]
 [-36.139576 -36.139576 -35.90889  ... -42.654373 -43.482162 -43.482162]
 [-47.57315  -47.57315  -46.98682  ... -49.972244 -50.518898 -50.518898]
 ...
 [-80.       -80.       -79.737    ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
186,"[[-36.593216 -36.593216 -35.04245  ... -42.309036 -43.84378  -43.84378 ]
 [-36.139576 -36.139576 -35.90889  ... -42.654373 -43.482162 -43.482162]
 [-47.57315  -47.57315  -46.98682  ... -49.972244 -50.518898 -50.518898]
 ...
 [-80.       -80.       -79.737    ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
187,"[[-36.593216 -36.593216 -35.04245  ... -42.309036 -43.84378  -43.84378 ]
 [-36.139576 -36.139576 -35.90889  ... -42.654373 -43.482162 -43.482162]
 [-47.57315  -47.57315  -46.98682  ... -49.972244 -50.518898 -50.518898]
 ...
 [-80.       -80.       -79.737    ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
188,"[[-35.77065  -34.935444 -31.833256 ... -39.940784 -39.2003   -39.00094 ]
 [-35.506645 -35.575882 -35.833042 ... -48.15978  -48.442913 -48.519142]
 [-47.23529  -47.294716 -47.515423 ... -50.567802 -50.714806 -50.754387]
 ...
 [-80.       -79.98015  -79.9064   ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
189,"[[-36.69901622 -36.69901622 -34.87822538 ... -45.38954458 -47.099726
  -47.099726  ]
 [-35.93112874 -35.93112874 -35.70657673 ... -45.33010755 -45.26329526
  -45.26329526]
 [-50.4268605  -50.4268605  -49.68600369 ... -59.2172802  -58.89026891
  -58.89026891]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
190,"[[-33.273186 -33.273186 -32.47735  ... -31.489733 -30.373697 -30.373697]
 [-37.564133 -37.564133 -36.655277 ... -37.934967 -38.404625 -38.404625]
 [-38.639683 -38.639683 -39.0771   ... -42.551186 -43.320915 -43.320915]
 ...
 [-80.       -80.       -79.102905 ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
191,"[[-33.273186 -33.273186 -32.47735  ... -31.489733 -30.373697 -30.373697]
 [-37.564133 -37.564133 -36.655277 ... -37.934967 -38.404625 -38.404625]
 [-38.639683 -38.639683 -39.0771   ... -42.551186 -43.320915 -43.320915]
 ...
 [-80.       -80.       -79.102905 ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
192,"[[-33.273186 -33.273186 -32.47735  ... -31.489733 -30.373697 -30.373697]
 [-37.564133 -37.564133 -36.655277 ... -37.934967 -38.404625 -38.404625]
 [-38.639683 -38.639683 -39.0771   ... -42.551186 -43.320915 -43.320915]
 ...
 [-80.       -80.       -79.102905 ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
193,"[[-29.06065  -29.06065  -29.06065  ... -32.43739  -32.43739  -32.43739 ]
 [-35.11688  -35.11688  -35.11688  ... -40.329536 -40.329536 -40.329536]
 [-36.172985 -36.172985 -36.172985 ... -43.438305 -43.438305 -43.438305]
 ...
 [-76.34297  -76.34297  -76.34297  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
194,"[[-33.19665123 -33.19665123 -32.39634208 ... -39.72830134 -40.520207
  -40.520207  ]
 [-38.4189466  -38.4189466  -37.40768692 ... -39.17830215 -38.47350065
  -38.47350065]
 [-38.52002901 -38.52002901 -39.08552344 ... -45.0663406  -44.03945926
  -44.03945926]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
195,"[[-38.96343  -38.96343  -39.202896 ... -36.062706 -35.64519  -35.64519 ]
 [-47.339817 -47.339817 -46.446262 ... -38.67299  -38.955456 -38.955456]
 [-43.577866 -43.577866 -43.59001  ... -49.94574  -51.010925 -51.010925]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
196,"[[-38.96343  -38.96343  -39.202896 ... -36.062706 -35.64519  -35.64519 ]
 [-47.339817 -47.339817 -46.446262 ... -38.67299  -38.955456 -38.955456]
 [-43.577866 -43.577866 -43.59001  ... -49.94574  -51.010925 -51.010925]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
197,"[[  0.         0.         0.       ... -36.062706 -35.64519  -35.64519 ]
 [  0.         0.         0.       ... -38.67299  -38.955456 -38.955456]
 [  0.         0.         0.       ... -49.94574  -51.010925 -51.010925]
 ...
 [  0.         0.         0.       ... -80.       -80.       -80.      ]
 [  0.         0.         0.       ... -80.       -80.       -80.      ]
 [  0.         0.         0.       ... -80.       -80.       -80.      ]]",03
198,"[[-28.200636 -28.200636 -28.200636 ... -23.911554 -23.911554 -23.911554]
 [-34.70905  -34.70905  -34.70905  ... -24.277477 -24.277477 -24.277477]
 [-32.39927  -32.39927  -32.39927  ... -23.107023 -23.107023 -23.107023]
 ...
 [-63.60891  -63.60891  -63.60891  ... -67.43645  -67.43645  -67.43645 ]
 [-69.88495  -69.88495  -69.88495  ... -71.66679  -71.66679  -71.66679 ]
 [-72.425995 -72.425995 -72.425995 ... -71.67001  -71.67001  -71.67001 ]]",03
199,"[[-37.14158764 -37.14158764 -37.18578576 ... -36.77100073 -36.33641767
  -36.33641767]
 [-59.24431217 -59.24431217 -57.92776595 ... -40.85512324 -41.58787595
  -41.58787595]
 [-43.61585768 -43.61585768 -43.25078778 ... -45.11029064 -46.17275882
  -46.17275882]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
200,"[[-35.483887 -35.483887 -34.78506  ... -34.15148  -34.396103 -34.396103]
 [-34.198692 -34.198692 -33.815147 ... -35.007607 -35.039135 -35.039135]
 [-40.299618 -40.299618 -40.05885  ... -46.54836  -46.931892 -46.931892]
 ...
 [-80.       -80.       -79.7283   ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
201,"[[-35.483887 -35.483887 -34.78506  ... -34.15148  -34.396103 -34.396103]
 [-34.198692 -34.198692 -33.815147 ... -35.007607 -35.039135 -35.039135]
 [-40.299618 -40.299618 -40.05885  ... -46.54836  -46.931892 -46.931892]
 ...
 [-80.       -80.       -79.7283   ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
202,"[[-35.483887 -35.483887 -34.78506  ... -34.15148  -34.396103 -34.396103]
 [-34.198692 -34.198692 -33.815147 ... -35.007607 -35.039135 -35.039135]
 [-40.299618 -40.299618 -40.05885  ... -46.54836  -46.931892 -46.931892]
 ...
 [-80.       -80.       -79.7283   ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
203,"[[-32.942783 -32.783398 -30.734184 ... -37.505333 -39.710873 -39.882416]
 [-31.51905  -31.466463 -30.79033  ... -36.61379  -36.098507 -36.05843 ]
 [-38.61537  -38.573536 -38.035633 ... -43.154247 -40.319714 -40.099247]
 ...
 [-80.       -79.91213  -78.78237  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
204,"[[-34.19159303 -34.19159303 -33.35930259 ... -42.89191148 -42.68612132
  -42.68612132]
 [-32.39246988 -32.39246988 -32.02373367 ... -45.6351346  -45.7650708
  -45.7650708 ]
 [-40.65887726 -40.65887726 -40.32610311 ... -52.40639531 -53.03222026
  -53.03222026]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
205,"[[-38.06935  -38.06935  -36.757557 ... -29.579668 -31.314419 -31.314419]
 [-38.37172  -38.37172  -39.259888 ... -33.734512 -33.13965  -33.13965 ]
 [-43.79277  -43.79277  -44.61419  ... -44.086956 -44.911922 -44.911922]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
206,"[[-38.06935  -38.06935  -36.757557 ... -29.579668 -31.314419 -31.314419]
 [-38.37172  -38.37172  -39.259888 ... -33.734512 -33.13965  -33.13965 ]
 [-43.79277  -43.79277  -44.61419  ... -44.086956 -44.911922 -44.911922]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
207,"[[-38.06935  -38.06935  -36.757557 ... -29.579668 -31.314419 -31.314419]
 [-38.37172  -38.37172  -39.259888 ... -33.734512 -33.13965  -33.13965 ]
 [-43.79277  -43.79277  -44.61419  ... -44.086956 -44.911922 -44.911922]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
208,"[[-32.28909  -32.28909  -32.28909  ... -37.170635 -37.170635 -37.170635]
 [-32.33398  -32.33398  -32.33398  ... -41.480137 -41.480137 -41.480137]
 [-39.1595   -39.1595   -39.1595   ... -36.066643 -36.066643 -36.066643]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
209,"[[-36.4043514  -36.4043514  -35.84202204 ... -35.36500625 -38.34837235
  -38.34837235]
 [-53.6229318  -53.6229318  -53.71743689 ... -35.47626269 -37.61954354
  -37.61954354]
 [-46.84562404 -46.84562404 -48.22258939 ... -38.09231747 -39.00059781
  -39.00059781]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
210,"[[-32.79413  -32.79413  -31.995268 ... -43.604156 -44.69621  -44.69621 ]
 [-36.611702 -36.611702 -36.654552 ... -48.80687  -49.383198 -49.383198]
 [-40.614334 -40.614334 -41.820866 ... -46.65924  -46.48645  -46.48645 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
211,"[[-32.79413  -32.79413  -31.995268 ... -43.604156 -44.69621  -44.69621 ]
 [-36.611702 -36.611702 -36.654552 ... -48.80687  -49.383198 -49.383198]
 [-40.614334 -40.614334 -41.820866 ... -46.65924  -46.48645  -46.48645 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
212,"[[-32.79413  -32.79413  -31.995268 ... -43.604156 -44.69621  -44.69621 ]
 [-36.611702 -36.611702 -36.654552 ... -48.80687  -49.383198 -49.383198]
 [-40.614334 -40.614334 -41.820866 ... -46.65924  -46.48645  -46.48645 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
213,"[[-30.662231 -30.202482 -28.83566  ... -43.638206 -46.305206 -47.202286]
 [-34.066776 -34.195805 -34.5794   ... -49.73021  -49.507885 -49.433105]
 [-38.250782 -38.81731  -40.501587 ... -50.18624  -52.35363  -53.08266 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
214,"[[-31.68350712 -31.68350712 -31.63577416 ... -47.41563318 -48.98534463
  -48.98534463]
 [-37.40173702 -37.40173702 -37.41461967 ... -52.83171666 -53.82404749
  -53.82404749]
 [-37.92447589 -37.92447589 -38.6038439  ... -50.8393365  -51.04662898
  -51.04662898]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
215,"[[-42.321297 -42.321297 -42.08808  ... -32.90458  -33.46013  -33.46013 ]
 [-52.663754 -52.663754 -51.51008  ... -39.43141  -39.698547 -39.698547]
 [-46.617638 -46.617638 -46.73781  ... -46.572716 -45.988297 -45.988297]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
216,"[[-42.321297 -42.321297 -42.08808  ... -32.90458  -33.46013  -33.46013 ]
 [-52.663754 -52.663754 -51.51008  ... -39.43141  -39.698547 -39.698547]
 [-46.617638 -46.617638 -46.73781  ... -46.572716 -45.988297 -45.988297]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
217,"[[-42.321297 -42.321297 -42.08808  ... -32.90458  -33.46013  -33.46013 ]
 [-52.663754 -52.663754 -51.51008  ... -39.43141  -39.698547 -39.698547]
 [-46.617638 -46.617638 -46.73781  ... -46.572716 -45.988297 -45.988297]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
218,"[[-35.690117 -35.690117 -36.052284 ... -33.122757 -35.504433 -35.504433]
 [-45.231285 -45.231285 -45.011047 ... -34.42833  -34.401318 -34.401318]
 [-39.72308  -39.72308  -40.354244 ... -45.407246 -43.290283 -43.290283]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
219,"[[-39.13949793 -39.13949793 -39.35903074 ... -31.96517384 -32.28444135
  -32.28444135]
 [-49.80498042 -49.80498042 -49.53219866 ... -41.32395615 -42.0440704
  -42.0440704 ]
 [-43.76504371 -43.76504371 -44.04827041 ... -50.68442559 -51.18905262
  -51.18905262]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
220,"[[-37.337456 -37.337456 -36.38631  ... -36.070675 -35.711807 -35.711807]
 [-40.002914 -40.002914 -40.46782  ... -42.357517 -40.97709  -40.97709 ]
 [-44.44465  -44.44465  -45.787376 ... -45.401157 -44.587944 -44.587944]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
221,"[[-37.337456 -37.337456 -36.38631  ... -36.070675 -35.711807 -35.711807]
 [-40.002914 -40.002914 -40.46782  ... -42.357517 -40.97709  -40.97709 ]
 [-44.44465  -44.44465  -45.787376 ... -45.401157 -44.587944 -44.587944]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
222,"[[-37.337456 -37.337456 -36.38631  ... -36.070675 -35.711807 -35.711807]
 [-40.002914 -40.002914 -40.46782  ... -42.357517 -40.97709  -40.97709 ]
 [-44.44465  -44.44465  -45.787376 ... -45.401157 -44.587944 -44.587944]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
223,"[[-30.57573  -30.57573  -30.57573  ... -32.12741  -32.12741  -32.12741 ]
 [-31.526833 -31.526833 -31.526833 ... -33.547596 -33.547596 -33.547596]
 [-38.694313 -38.694313 -38.694313 ... -38.722946 -38.722946 -38.722946]
 ...
 [-78.73512  -78.73512  -78.73512  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
224,"[[-33.82292939 -33.82292939 -33.70146562 ... -37.31592283 -38.01965576
  -38.01965576]
 [-40.22828663 -40.22828663 -40.56942042 ... -45.10425339 -45.31767742
  -45.31767742]
 [-39.64155829 -39.64155829 -40.36764073 ... -50.44294434 -49.95265482
  -49.95265482]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
225,"[[-43.657505 -43.657505 -42.451923 ... -28.678652 -29.26386  -29.26386 ]
 [-50.636314 -50.636314 -49.036896 ... -33.21827  -32.6016   -32.6016  ]
 [-50.163254 -50.163254 -51.39621  ... -42.416252 -41.578133 -41.578133]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
226,"[[-43.657505 -43.657505 -42.451923 ... -28.678652 -29.26386  -29.26386 ]
 [-50.636314 -50.636314 -49.036896 ... -33.21827  -32.6016   -32.6016  ]
 [-50.163254 -50.163254 -51.39621  ... -42.416252 -41.578133 -41.578133]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
227,"[[-43.657505 -43.657505 -42.451923 ... -28.678652 -29.26386  -29.26386 ]
 [-50.636314 -50.636314 -49.036896 ... -33.21827  -32.6016   -32.6016  ]
 [-50.163254 -50.163254 -51.39621  ... -42.416252 -41.578133 -41.578133]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
228,"[[-42.634525 -42.530014 -41.41114  ... -29.022701 -30.631222 -30.78147 ]
 [-48.268456 -48.09278  -46.212067 ... -38.37232  -38.83001  -38.87276 ]
 [-48.22921  -48.366627 -49.8378   ... -50.919342 -52.091175 -52.20063 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
229,"[[-39.07218511 -39.07218511 -38.45712855 ... -27.13050035 -27.43216566
  -27.43216566]
 [-44.92986819 -44.92986819 -43.72415532 ... -35.62313156 -35.71595268
  -35.71595268]
 [-44.55308824 -44.55308824 -45.30941644 ... -45.45475409 -45.49486313
  -45.49486313]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
230,"[[-34.039043 -34.039043 -34.000362 ... -34.429474 -33.804764 -33.804764]
 [-38.59527  -38.59527  -38.654095 ... -41.08943  -41.414696 -41.414696]
 [-39.18358  -39.18358  -39.45826  ... -40.929073 -40.373276 -40.373276]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
231,"[[-34.039043 -34.039043 -34.000362 ... -34.429474 -33.804764 -33.804764]
 [-38.59527  -38.59527  -38.654095 ... -41.08943  -41.414696 -41.414696]
 [-39.18358  -39.18358  -39.45826  ... -40.929073 -40.373276 -40.373276]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
232,"[[-34.039043 -34.039043 -34.000362 ... -34.429474 -33.804764 -33.804764]
 [-38.59527  -38.59527  -38.654095 ... -41.08943  -41.414696 -41.414696]
 [-39.18358  -39.18358  -39.45826  ... -40.929073 -40.373276 -40.373276]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
233,"[[-32.207355 -32.19945  -32.02558  ... -42.054817 -42.49312  -42.51304 ]
 [-36.28682  -36.29823  -36.549232 ... -46.35466  -45.09058  -45.033123]
 [-37.0205   -37.052864 -37.764896 ... -50.589485 -50.087463 -50.064644]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
234,"[[-33.29909834 -33.29909834 -33.13074804 ... -36.58206727 -35.89434602
  -35.89434602]
 [-36.80054425 -36.80054425 -36.86629466 ... -46.4394309  -47.0383542
  -47.0383542 ]
 [-39.02330461 -39.02330461 -39.33655363 ... -48.54939231 -48.20162221
  -48.20162221]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
235,"[[-47.222866 -47.222866 -46.544914 ... -41.21448  -42.36457  -42.36457 ]
 [-48.99797  -48.99797  -48.52596  ... -43.15538  -44.20033  -44.20033 ]
 [-52.511642 -52.511642 -52.624996 ... -50.23095  -51.28064  -51.28064 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
